	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX2382216	3256422	1566888	361137	162185	0	0	0	0	46358	0	0	0	0	938277	100217	81360	48.11685954707345	3256422.0	3094237.0	95.02	162185.0	4.98	SRX2382216_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3256422.0	0.0	20-25	63.0	64.34470099579349	24.604100758439785	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	4165376	975523	4165376	104134400	11804608	90655210	12.944031943334766			0.3429	0.1803	0.4768
SRX2382217	3474511	2208881	263035	94729	0	0	0	0	58133	0	0	0	0	535465	165506	148762	63.573866941276066	3474511.0	3379782.0	97.27	94729.0	2.73	SRX2382217_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3474511.0	0.0	18-25	64.0	65.93088794042443	24.61012815904166	pass	pass		pass	fail	pass	pass	warn	warn	pass	pass	3615944	1536202	3615944	90398600	2421499	85977756	4.890389895418734			0.4013	0.1006	0.4981
SRX2382218	1653327	995738	99780	84220	0	0	0	0	49978	0	0	0	0	313846	58324	51441	60.22631941533647	1653327.0	1569107.0	94.91	84220.0	5.09	SRX2382218_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1653327.0	0.0	20-25	66.0	63.59777880627003	24.605618247327968	pass	pass		pass	fail	warn	pass	warn	warn	warn	pass	2275172	492223	2275172	56879300	8320041	47593357	16.32569845268841			0.3705	0.1177	0.5118
SRX2382219	7527132	3606696	1215521	557810	0	0	0	0	202353	0	0	0	0	1552964	211365	180423	47.915939297995564	7527132.0	6969322.0	92.59	557810.0	7.41	SRX2382219_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7527132.0	0.0	20-25	61.0	53.92025521606119	24.595801960162248	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	9290754	2500695	9290754	232268850	26457337	202359580	12.877004385219973			0.5049	0.0878	0.4073
SRX2382220	24507469	12448596	403494	529160	0	0	0	0	1181288	0	0	0	0	7924395	850979	1169557	50.79511066605858	24507469.0	23978309.0	97.84	529160.0	2.16	SRX2382220_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24507469.0	0.0	20-25	64.0	56.522267467440564	24.6749721890906	pass	pass		pass	fail	pass	pass	warn	warn	pass	pass	27120714	5581139	27120714	678017850	43686944	626755040	7.560687377183359			0.1601	0.1778	0.6621
SRX2382221	28755626	21030179	621795	1197554	0	0	0	0	2806312	0	0	0	0	1492057	662558	945171	73.13413729890631	28755626.0	27558072.0	95.84	1197554.0	4.16	SRX2382221_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28755626.0	0.0	20-25	68.0	56.95264402959421	24.55971812263798	pass	pass		pass	fail	pass	pass	warn	warn	pass	pass	46028654	10481175	46028654	1150716350	249261860	858672294	25.37932619102875			0.1931	0.2821	0.5249
SRX2382222	18767395	9785727	520989	440808	0	0	0	0	542147	0	0	0	0	5956168	645846	875710	52.14216997084571	18767395.0	18326587.0	97.65	440808.0	2.35	SRX2382222_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18767395.0	0.0	20-25	64.0	56.3109320415229	24.677194197702985	pass	pass		pass	fail	pass	pass	warn	warn	pass	pass	20198411	4250921	20198411	504960275	23246223	475940423	5.746957421551626			0.3434	0.1264	0.5302
SRX2382223	10555925	8016264	224285	520123	0	0	0	0	607709	0	0	0	0	535064	256402	396078	75.94089575285919	10555925.0	10035802.0	95.07	520123.0	4.93	SRX2382223_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10555925.0	0.0	20-25	65.0	68.17562461519601	24.571406011315922	pass	pass		pass	fail	pass	pass	warn	warn	pass	pass	18923865	3455634	18923865	473096625	139271552	327475070	30.780510218182172			0.4572	0.2225	0.3203
SRX2481052	5340036	436802	27670	1193358	0	0	0	0	75497	0	0	0	0	3562005	43938	766	8.179757589649208	5340036.0	4146678.0	77.65	1193358.0	22.35	SRX2481052_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5340036.0	0.0	20-151	61.0	18.679048373422926	108.98674559497351	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5521296	971523	5521296	605683974	11956286	585356093	3.3561860429874937			0.4291	0.5583	0.0126
SRX2481053	6869541	1228664	45730	1937262	0	0	0	0	27302	0	0	0	0	3504162	124109	2312	17.885678242549247	6869541.0	4932279.0	71.8	1937262.0	28.2	SRX2481053_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6869541.0	0.0	20-151	59.0	28.47893540760393	124.08851770445798	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	7000987	1623415	7000987	874771809	7108433	856250642	2.117256958837365			0.6204	0.3528	0.0267
SRX2481054	7703861	2163881	28582	1909207	0	0	0	0	38540	0	0	0	0	3391671	168618	3362	28.088266390060774	7703861.0	5794654.0	75.22	1909207.0	24.78	SRX2481054_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7703861.0	0.0	20-151	61.0	29.87533198567025	124.535458908202	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	7800460	1466178	7800460	980596418	11795070	960738051	2.0251315052223653			0.5856	0.3868	0.0276
SRX2481055	7395700	882644	111715	1765196	0	0	0	0	127099	0	0	0	0	4405046	102429	1571	11.934556566653596	7395700.0	5630504.0	76.13	1765196.0	23.87	SRX2481055_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7395700.0	0.0	20-151	60.0	16.82687366008384	120.36535405708723	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	7903126	1869225	7903126	937526008	31082197	891480494	4.911385242338792			0.6341	0.3482	0.0177
SRX2481056	6109063	845727	43217	2104767	0	0	0	0	21648	0	0	0	0	2999936	91975	1793	13.84380878049547	6109063.0	4004296.0	65.55	2104767.0	34.45	SRX2481056_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6109063.0	0.0	20-151	57.0	18.84040036928387	128.07449423913292	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	6488427	1577115	6488427	819535867	18578607	789022759	3.723218132196769			0.6629999999999999	0.3118	0.0253
SRX2481057	8548817	3070943	72157	2178196	0	0	0	0	26780	0	0	0	0	2928016	265725	7000	35.922432308470285	8548817.0	6370621.0	74.52	2178196.0	25.48	SRX2481057_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8548817.0	0.0	20-151	61.0	19.039446036678072	133.05930481375376	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	8756349	1461838	8756349	1160370096	9283857	1141231590	1.6493449862223957			0.6454	0.3079	0.0467
SRX256581	9786865	2171877	6058496	275266	0	0	0	0	5507	0	0	0	0	1143066	129375	3278	22.191753947765704	9786865.0	9511599.0	97.19	275266.0	2.81	SRX256581_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9786865.0	0.0	20-76	61.0	91.1001118867542	67.38279806659231	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	14516626	3991311	14516626	1103263576	360918192	734464440	33.428017023558475			0.4221	0.0645	0.5134
SRX256582	6833629	3967029	39199	533154	0	0	0	0	2329	0	0	0	0	2041851	243228	6839	58.051571134458726	6833629.0	6300475.0	92.2	533154.0	7.8	SRX256582_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6833629.0	0.0	20-76	63.0	90.11514351051385	64.9547726398375	pass	pass		pass	fail	pass	pass	warn	pass	pass	pass	11110136	2233324	11110136	844370336	337178862	503502596	40.36945940270455			0.4376	0.0396	0.5228
SRX256583	8917213	2051103	5374603	275664	0	0	0	0	4324	0	0	0	0	1083832	124530	3157	23.00161496646991	8917213.0	8641549.0	96.91	275664.0	3.09	SRX256583_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8917213.0	0.0	20-76	61.0	91.38951096143609	67.2003905256048	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	12936885	2707467	12936885	983203260	332635462	639997114	34.906937350879005			0.3916	0.0618	0.5466
SRX256584	11247380	436973	10389283	180755	0	0	0	0	10722	0	0	0	0	200452	28544	651	3.88510924321931	11247380.0	11066625.0	98.39	180755.0	1.61	SRX256584_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11247380.0	0.0	20-76	58.0	94.79205745453802	69.79414281370417	pass	pass		pass	fail	warn	pass	warn	pass	pass	pass	15596284	4460482	15596284	1185317584	319982097	857080019	27.69195103748668			0.3331	0.0481	0.6188
SRX2617827	5602161	3253902	3252	75844	0	0	0	0	0	0	0	0	0	2155677	109497	3989	58.08297905040573	5602161.0	5526317.0	98.65	75844.0	1.35	SRX2617827_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5602161.0	0.0	20-50	64.0	35.34700499766362	49.12720002156311	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	5614401	1195859	5614401	280720050	3595291	275313042	1.9261210590408488	0.0813	0.3853	0.5334		
SRX2617828	13858124	7976583	8012	156474	0	0	0	0	0	0	0	0	0	5439085	268142	9828	57.55889469599204	13858124.0	13701650.0	98.87	156474.0	1.13	SRX2617828_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13858124.0	0.0	20-50	64.0	23.10903179726462	49.6482687700009	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	13874665	3020843	13874665	693733250	835998	688058717	0.8179704518991989	0.0803	0.3899	0.5298		
SRX2617829	17118450	9822842	10229	189052	0	0	0	0	0	0	0	0	0	6751676	332000	12651	57.38160873209899	17118450.0	16929398.0	98.9	189052.0	1.1	SRX2617829_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17118450.0	0.0	20-50	64.0	23.29706001433423	49.1444711992032	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	17148881	3757911	17148881	857444050	10377131	841538282	1.855021094379277	0.08	0.3925	0.5275		
SRX2617830	38475101	22939237	24624	613725	0	0	0	0	0	0	0	0	0	14075061	796379	26075	59.62099228797346	38475101.0	37861376.0	98.4	613725.0	1.6	SRX2617830_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38475101.0	0.0	20-50	64.0	19.557481344733773	49.11198444937157	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	38598707	8541514	38598707	1929935350	24809233	1890263532	2.05560346878977	0.0939	0.3942	0.5119		
SRX2617831	34148406	20358808	18766	487094	0	0	0	0	0	0	0	0	0	12565264	695878	22596	59.618618801709225	34148406.0	33661312.0	98.57	487094.0	1.43	SRX2617831_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34148406.0	0.0	20-50	64.0	19.96323581980828	49.10676234785307	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	34236652	7564677	34236652	1711832600	22272230	1677542013	2.0031507169567866	0.0961	0.3918	0.5121		
SRX2617832	34619549	17592742	23323	445402	0	0	0	0	0	0	0	0	0	15943092	589306	25684	50.81736333422482	34619549.0	34174147.0	98.71	445402.0	1.29	SRX2617832_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34619549.0	0.0	20-50	64.0	17.823969565133464	49.16446135679006	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	34696555	7610708	34696555	1734827750	20313229	1702576995	1.8590177036308069	0.0867	0.3869	0.5264		
SRX2617833	30776616	14254988	19096	417998	0	0	0	0	0	0	0	0	0	15587401	474915	22218	46.317593851123846	30776616.0	30358618.0	98.64	417998.0	1.36	SRX2617833_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30776616.0	0.0	20-50	64.0	16.860369192050758	49.19632999937355	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	30831066	6827618	30831066	1541553300	16788905	1514530204	1.7529783757720216	0.0739	0.3941	0.532		
SRX2923393	25636689	11731220	381577	6831475	0	0	0	0	6927	0	0	0	0	6025788	635497	24205	45.75949725801175	25636689.0	18805214.0	73.35	6831475.0	26.65	SRX2923393_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25636689.0	0.0	20-151	64.0	33.02497576371623	143.80744447927734	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	25696386	2663724	25696386	3729226212	24714019	3694106855	0.9417330835815759			0.5305	0.0285	0.441
SRX2923394	24781336	11566039	200294	6670409	0	0	0	0	7544	0	0	0	0	5689887	624094	23069	46.672378761177356	24781336.0	18110927.0	73.08	6670409.0	26.92	SRX2923394_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24781336.0	0.0	20-151	64.0	33.88828681223532	143.09762811012288	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	24924058	2400945	24924058	3600886098	11105640	3574764404	0.7254240564428984			0.5429	0.0281	0.429
SRX2923395	25728393	5265992	3928638	7722537	0	0	0	0	4444	0	0	0	0	8430674	359767	16341	20.46762889543859	25728393.0	18005856.0	69.98	7722537.0	30.02	SRX2923395_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25728393.0	0.0	20-151	62.0	35.20339023472106	138.68953000679056	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	25829172	3310088	25829172	3614068526	13866364	3580608471	0.9258279072265716			0.5275	0.0689	0.4036
SRX2923396	31396439	7335741	3795607	8246504	0	0	0	0	7834	0	0	0	0	11485024	504173	21556	23.36488224030757	31396439.0	23149935.0	73.73	8246504.0	26.27	SRX2923396_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31396439.0	0.0	20-151	63.0	32.252289732922804	139.87962746348398	pass	pass		pass	warn	pass	pass	warn	fail	warn	pass	31582479	5118637	31582479	4482394659	51251606	4387352996	2.120332327479689			0.5582	0.0717	0.3701
SRX2923397	30923865	13420911	457825	7862544	0	0	0	0	4644	0	0	0	0	8209560	942097	26284	43.3998499217352	30923865.0	23061321.0	74.57	7862544.0	25.43	SRX2923397_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30923865.0	0.0	20-151	64.0	36.73178314596978	140.41136982715452	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	31046483	3549754	31046483	4392058687	14000941	4358045744	0.7744191374462843			0.5632	0.0411	0.3957
SRX2923398	15524259	4703643	415191	3966851	0	0	0	0	1950	0	0	0	0	6084542	339503	12579	30.298663530413915	15524259.0	11557408.0	74.45	3966851.0	25.55	SRX2923398_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15524259.0	0.0	20-151	63.0	29.091512596493434	143.26587613618142	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	15581870	2307273	15581870	2259761661	19185382	2226293908	1.4810302156020159			0.5862	0.0294	0.3844
SRX2923400	29307336	12885432	376954	7739588	0	0	0	0	9262	0	0	0	0	7571577	702114	22409	43.966575467657655	29307336.0	21567748.0	73.59	7739588.0	26.41	SRX2923400_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29307336.0	0.0	20-151	64.0	32.21694518846643	143.676638845646	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	29454871	4092565	29454871	4273257257	41582699	4204097436	1.618433359861723			0.5946	0.0175	0.38799999999999996
SRX2923401	26632084	10436564	929030	6814505	0	0	0	0	9925	0	0	0	0	7843720	581027	17313	39.187935874639024	26632084.0	19817579.0	74.41	6814505.0	25.59	SRX2923401_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26632084.0	0.0	20-151	63.0	26.105256527826576	141.73292927432942	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	26768070	4275792	26768070	3845641949	35831417	3780514888	1.693528983293291			0.5685	0.0158	0.4157
SRX2923402	28805770	3946043	857720	7658605	0	0	0	0	7891	0	0	0	0	16095070	231423	9018	13.698793679183025	28805770.0	21147165.0	73.41	7658605.0	26.59	SRX2923402_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28805770.0	0.0	20-151	62.0	19.43795517684413	144.10885357343338	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	28997561	2399689	28997561	4217526667	12921233	4190384753	0.6435505011117455			0.4827	0.0105	0.5068
SRX2923403	25914941	4023196	781080	6807491	0	0	0	0	4577	0	0	0	0	14039675	249612	9310	15.524619562128274	25914941.0	19107450.0	73.73	6807491.0	26.27	SRX2923403_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25914941.0	0.0	20-151	62.0	24.119379039414913	144.18201739297803	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	25993870	3951075	25993870	3780265880	31054402	3725572177	1.4468215923478909			0.4711	0.0119	0.517
SRX2923404	31915372	8771881	1909308	8415861	0	0	0	0	5140	0	0	0	0	12299225	492875	21082	27.484815154277378	31915372.0	23499511.0	73.63	8415861.0	26.37	SRX2923404_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31915372.0	0.0	20-151	63.0	28.272935475540557	142.64644344424374	pass	pass		pass	warn	warn	pass	warn	fail	fail	pass	32014551	3231235	32014551	4596708161	15846524	4566103589	0.6657932356824252			0.5773	0.0178	0.4049
SRX2923405	32961106	11125911	2280671	8680579	0	0	0	0	4550	0	0	0	0	10197905	639868	31622	33.754665271244235	32961106.0	24280527.0	73.66	8680579.0	26.34	SRX2923405_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32961106.0	0.0	20-151	63.0	27.47845127714941	141.2317969852104	pass	pass		pass	warn	warn	pass	warn	fail	warn	pass	33054386	5324353	33054386	4737718521	40034717	4658039881	1.681793454947215			0.5228	0.0259	0.4513
SRX2989856	29495510	339771	27866568	1056392	0	0	0	0	19108	0	0	0	0	184665	28408	598	1.1519414310856129	29495510.0	28439118.0	96.42	1056392.0	3.58	SRX2989856_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29495510.0	0.0	20-151	57.0	2.0441697017870144	144.957595884933	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	29616450	4457223	29616450	4286540606	37447026	4242044678	1.0380381778657994			0.0088	0.0007	0.9905
SRX2989857	14115116	18721	426004	13650456	0	0	0	0	2817	0	0	0	0	15348	1749	21	0.13263086183634626	14115116.0	464660.0	3.29	13650456.0	96.71	SRX2989857_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14115116.0	0.0	20-151	52.0	17.610758361454963	148.1931336589795	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	14500990	2016002	14500990	2133890226	100824252	2030188612	4.859744551826821			0.0365	0.0132	0.9504
SRX2989858	18939707	354566	17787916	574954	0	0	0	0	10706	0	0	0	0	181121	29863	581	1.8720775353071724	18939707.0	18364753.0	96.96	574954.0	3.04	SRX2989858_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18939707.0	0.0	20-151	58.0	3.0523639892065626	139.8001496538463	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	19076247	1579934	19076247	2659275843	6314983	2650391112	0.3341033997427246			0.0135	0.0016	0.985
SRX2989859	2311065	10104	373652	1913318	0	0	0	0	5306	0	0	0	0	7829	839	17	0.4372010306936412	2311065.0	397747.0	17.21	1913318.0	82.79	SRX2989859_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2311065.0	0.0	20-151	53.0	43.071453661415475	143.82109676707492	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	5117307	1000475	5117307	436994326	109992888	325719378	25.46370544866068			0.0237	0.0053	0.971
SRX2989860	16343542	238442	15424498	475139	0	0	0	0	46576	0	0	0	0	139723	18780	384	1.458937114121284	16343542.0	15868403.0	97.09	475139.0	2.91	SRX2989860_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16343542.0	0.0	20-151	57.0	3.0196383508519147	128.37926289172813	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	16475259	2789675	16475259	2109593502	18928548	2085501857	1.1420041338371552			0.0112	0.0015	0.9873
SRX2989861	12769574	69366	9336625	3275601	0	0	0	0	2218	0	0	0	0	79432	6256	76	0.5432131095367786	12769574.0	9493973.0	74.35	3275601.0	25.65	SRX2989861_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12769574.0	0.0	20-151	56.0	12.123089715379779	140.17527146951022	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	12828789	1850462	12828789	1810734459	17250581	1790576216	1.113263344595134			0.0068	0.0012	0.992
SRX2989862	25635879	518254	23666845	1114812	0	0	0	0	21355	0	0	0	0	272629	41143	841	2.0215963728023527	25635879.0	24521067.0	95.65	1114812.0	4.35	SRX2989862_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25635879.0	0.0	20-151	57.0	4.593310185666702	141.49614050682638	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	25883540	1831087	25883540	3664769505	9647256	3652379629	0.33808063462370463			0.016	0.0016	0.9824
SRX302120	13118335	528264	7509926	4696990	0	0	0	0	0	0	0	0	0	348552	33153	1450	4.026913476443466	13118335.0	8421345.0	64.2	4696990.0	35.8	SRX302120_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13118335.0	0.0	20-100	55.0	21.113722348233548	88.0000088425856	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	13118429	5179868	13118429	1166869013	0	1160489877	0.5466882682572358	0.9499	0.0047	0.0454		
SRX302121	19288368	508320	10355807	7988633	0	0	0	0	0	0	0	0	0	396713	37775	1120	2.635370706324143	19288368.0	11299735.0	58.58	7988633.0	41.42	SRX302121_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19288368.0	0.0	20-101	55.0	12.585444907640884	90.20228533590814	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	19288376	9243981	19288376	1760645357	0	1750054290	0.6015445960137218	0.9614	0.0066	0.032		
SRX302122	17896296	281932	9372555	7954042	0	0	0	0	0	0	0	0	0	271273	15774	720	1.5753650923073692	17896296.0	9942254.0	55.55	7954042.0	44.45	SRX302122_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17896296.0	0.0	18-100	55.0	22.166525984258605	88.48491363799526	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	17897442	3299718	17897442	1597166886	0	1591465237	0.35698517481034225	0.9781	0.0019	0.02		
SRX302123	15661548	102297	7385710	7415797	0	0	0	0	0	0	0	0	0	751071	6480	193	0.6531729813681253	15661548.0	8245751.0	52.65	7415797.0	47.35	SRX302123_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15661548.0	0.0	18-100	51.0	22.42644261438586	87.2353856719655	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass	15661965	2339334	15661965	1377077285	0	1373154576	0.2848575779100154	0.9603	0.0023	0.0374		
SRX3103184	15897398	9489196	305398	762225	0	0	0	0	0	0	0	0	0	4527756	786273	26550	59.69024616481264	15897398.0	15135173.0	95.21	762225.0	4.79	SRX3103184_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15897398.0	0.0	20-51	61.0	20.503281415723183	50.074574845518754	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	16024938	4420290	16024938	817271838	7817383	796648392	2.5234499760164253	0.4677	0.1161	0.4162		
SRX3103185	13941161	8713904	195173	663300	0	0	0	0	0	0	0	0	0	3694390	650300	24094	62.50486598641246	13941161.0	13277861.0	95.24	663300.0	4.76	SRX3103185_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13941161.0	0.0	20-51	61.0	23.00865447529241	49.99275153626014	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	14115561	4018293	14115561	719893611	7097852	697778993	3.0719286380776065	0.4341	0.1153	0.4507		
SRX3103186	12631038	7848724	112087	397227	0	0	0	0	0	0	0	0	0	3619205	630891	22904	62.13839274333589	12631038.0	12233811.0	96.86	397227.0	3.14	SRX3103186_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12631038.0	0.0	20-51	62.0	20.536379022097307	50.07672591912082	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	12670339	3320423	12670339	646187289	6694456	632741815	2.0807394742795693	0.4554	0.1253	0.4193		
SRX3103187	13658267	8611268	126602	449732	0	0	0	0	0	0	0	0	0	3833781	611289	25595	63.04802798188086	13658267.0	13208535.0	96.71	449732.0	3.29	SRX3103187_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13658267.0	0.0	20-51	62.0	21.167115227629324	50.02621467276925	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	13712553	3669150	13712553	699340203	7454298	683551352	2.257678156106235	0.4409	0.127	0.4321		
SRX3103188	14271863	8595759	161319	485473	0	0	0	0	0	0	0	0	0	4353317	644798	31197	60.22871015507927	14271863.0	13786390.0	96.6	485473.0	3.4	SRX3103188_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14271863.0	0.0	20-51	62.0	20.5963630501221	50.00086134515164	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14344862	3923607	14344862	731587962	8093102	713973603	2.4076884687722617	0.4442	0.1366	0.4192		
SRX3103189	16433818	10086894	179800	898162	0	0	0	0	0	0	0	0	0	4440343	799121	29498	61.37888347065788	16433818.0	15535656.0	94.53	898162.0	5.47	SRX3103189_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16433818.0	0.0	20-51	61.0	21.78969169449164	50.008776049485284	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	19027957	7100079	19027957	970425807	8674065	834335406	14.023782139586071	0.4254	0.11699999999999999	0.4576		
SRX3243860	15897508	389958	103872	15324140	0	0	0	0	2490	0	0	0	0	50702	26142	204	2.452950487585853	15897508.0	573368.0	3.61	15324140.0	96.39	SRX3243860_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15897508.0	0.0	20-100	61.0	10.469264090114033	97.19393064623712	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass	16372182	4112780	16372182	1637218200	37820079	1591896536	2.768211592077342			0.4067	0.5286	0.0648
SRX3243861	14338716	374773	209421	13636728	0	0	0	0	4745	0	0	0	0	81520	31344	185	2.6137138081261946	14338716.0	701988.0	4.9	13636728.0	95.1	SRX3243861_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14338716.0	0.0	20-100	61.0	12.212107004493946	96.54156690180628	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass	14660909	3885964	14660909	1466090900	94031031	1358235292	7.356679452822468			0.3703	0.5688	0.0609
SRX3243862	13297246	381574	214217	12597485	0	0	0	0	11349	0	0	0	0	66699	25677	245	2.86957163911986	13297246.0	699761.0	5.26	12597485.0	94.74	SRX3243862_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13297246.0	0.0	20-100	61.0	14.875924070498678	96.26832939692926	pass	pass	pass	pass	warn	pass	pass	warn	fail	warn	pass	13578822	3627513	13578822	1357882200	40317623	1307604289	3.702671041714811			0.349	0.6006	0.0504
